카메라고유번호,역사명,역사아이디,카메라명,카메라아이피,NVR RTSP주소,제조사명,모델명,장애상태코드
104058,양산시청,104,비상안내 카메라-6,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114772/2/media.smp,,,
104059,양산시청,104,비상안내 카메라-7(102역 2K274Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114773/2/media.smp,,,
104060,양산시청,104,비상안내 카메라-8(103역 5K485Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114774/2/media.smp,,,
104061,양산시청,104,비상안내 카메라-9(103역 5K885Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114775/2/media.smp,,,
104062,양산시청,104,비상안내 카메라-10(103역 6K313Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114776/2/media.smp,,,
104063,양산시청,104,비상안내 카메라-11(차량기지 6K465Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114777/2/media.smp,,,
104064,양산시청,104,E/L-1 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114778/2/media.smp,,,
104065,양산시청,104,E/L-1 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114779/2/media.smp,,,
104066,양산시청,104,E/L-1 대합실,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114780/2/media.smp,,,
104067,양산시청,104,E/L-1 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114781/2/media.smp,,,
104068,양산시청,104,E/L-2 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114782/2/media.smp,,,
104069,양산시청,104,E/L-2 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114783/2/media.smp,,,
104070,양산시청,104,E/L-2 대합실,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114784/2/media.smp,,,
104071,양산시청,104,E/L-3 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114785/2/media.smp,,,
104072,양산시청,104,E/L-3 환승,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114786/2/media.smp,,,
104073,양산시청,104,E/L-3 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114787/2/media.smp,,,
104074,양산시청,104,E/L-3 대합실,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114788/2/media.smp,,,
104075,양산시청,104,E/L-3 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114789/2/media.smp,,,
104076,양산시청,104,E/L-4 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114790/2/media.smp,,,
104077,양산시청,104,E/L-4 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114791/2/media.smp,,,
104078,양산시청,104,E/S-1 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114792/2/media.smp,,,
104079,양산시청,104,E/S-1 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114793/2/media.smp,,,
104080,양산시청,104,E/S-1 환승,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114794/2/media.smp,,,
104081,양산시청,104,E/S-1 중간,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114795/2/media.smp,,,
104082,양산시청,104,E/S-1 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114796/2/media.smp,,,
104083,양산시청,104,E/S-2 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114797/2/media.smp,,,
104084,양산시청,104,E/S-2 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114798/2/media.smp,,,
104085,양산시청,104,E/S-2 중간,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114799/2/media.smp,,,
104086,양산시청,104,E/S-2 승강,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114800/2/media.smp,,,
104087,양산시청,104,E/S-2 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114801/2/media.smp,,,
104088,양산시청,104,E/S-3 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114802/2/media.smp,,,
104089,양산시청,104,E/S-3 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114803/2/media.smp,,,
104090,양산시청,104,E/S-3 중간,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114804/2/media.smp,,,
104091,양산시청,104,E/S-3 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114805/2/media.smp,,,
104092,양산시청,104,E/S-4 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114806/2/media.smp,,,
104093,양산시청,104,E/S-4 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114807/2/media.smp,,,
104094,양산시청,104,E/S-4 중간,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114808/2/media.smp,,,
104095,양산시청,104,E/S-4 승강장,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114809/2/media.smp,,,
104096,양산시청,104,E/S-5 지상,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114810/2/media.smp,,,
104097,양산시청,104,E/S-5 대합,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114811/2/media.smp,,,
104098,양산시청,104,선로전환기 카메라-1(101역 0K113Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114812/2/media.smp,,,
104099,양산시청,104,선로전환기 카메라-2(101역 1신호장 0K960Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114813/2/media.smp,,,
104100,양산시청,104,선로전환기 카메라-3,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114814/2/media.smp,,,
104101,양산시청,104,선로전환기 카메라-4,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114815/2/media.smp,,,
104102,양산시청,104,선로전환기 카메라-5,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114816/2/media.smp,,,
104103,양산시청,104,선로전환기 카메라-6(102역 상행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114817/2/media.smp,,,
104104,양산시청,104,선로전환기 카메라-7(102역 상행2),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114818/2/media.smp,,,
104105,양산시청,104,선로전환기 카메라-8(102역 하행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114819/2/media.smp,,,
104106,양산시청,104,선로전환기 카메라-9(102역 하행2),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114820/2/media.smp,,,
104107,양산시청,104,선로전환기 카메라-10(103역 상행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114821/2/media.smp,,,
104108,양산시청,104,선로전환기 카메라-11(103역 하행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114822/2/media.smp,,,
104109,양산시청,104,선로전환기 카메라-12(103역 2신호장 6K072Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114823/2/media.smp,,,
104110,양산시청,104,선로전환기 카메라-13(차량기지 2신호장 6K072Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114824/2/media.smp,,,
104111,양산시청,104,선로전환기 카메라-14,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114825/2/media.smp,,,
104112,양산시청,104,선로전환기 카메라-15,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114826/2/media.smp,,,
104113,양산시청,104,선로전환기 카메라-16(104역 상행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114827/2/media.smp,,,
104114,양산시청,104,선로전환기 카메라-17(104역 하행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114828/2/media.smp,,,
104115,양산시청,104,선로전환기 카메라-18(105역 상행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114829/2/media.smp,,,
104116,양산시청,104,선로전환기 카메라-19(105역 상행2),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114830/2/media.smp,,,
104117,양산시청,104,선로전환기 카메라-20(105역 하행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114831/2/media.smp,,,
104118,양산시청,104,선로전환기 카메라-21(105역 하행2),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114832/2/media.smp,,,
104119,양산시청,104,선로전환기 카메라-22(106역 상행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114833/2/media.smp,,,
104120,양산시청,104,선로전환기 카메라-23(106역 하행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114834/2/media.smp,,,
104121,양산시청,104,선로전환기 카메라-24(107역 상행1),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114835/2/media.smp,,,
104122,양산시청,104,집수정 카메라-1,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114836/2/media.smp,,,
104123,양산시청,104,집수정 카메라-2,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114837/2/media.smp,,,
104124,양산시청,104,집수정 카메라-3(차량기지 2신호장 6K050Km),7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114838/2/media.smp,,,
104125,양산시청,104,본선환기 카메라-1,7.104.3.22,rtsp://7.104.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114839/2/media.smp,,,
